Gender,Annual Income,Company,Model,Transmission,Color,Price ($),Body Style,Dealer_Region
Male,1377000,Chrysler,LHS,Auto,Pale White,20700,Hatchback,Aurora
Male,13500,Saturn,LW,Auto,Pale White,18000,Hatchback,Greenville
Male,13500,Toyota,Celica,Manual,Pale White,14000,SUV,Austin
Male,630000,Chevrolet,Prizm,Auto,Pale White,15000,Hardtop,Austin
Female,860000,Ford,Crown Victoria,Manual,Pale White,20000,Passenger,Aurora
Female,1275000,Mercury,Grand Marquis,Manual,Pale White,16500,SUV,Greenville
Male,450000,Oldsmobile,Silhouette,Auto,Black,22000,Sedan,Pasco
Male,13500,Dodge,Dakota,Auto,Pale White,21000,Sedan,Janesville
Male,836000,Mitsubishi,3000GT,Auto,Pale White,19001,Sedan,Scottsdale
Male,855333,Mercedes-B,SL-Class,Manual,Black,38330,Hardtop,Austin
Female,770000,Toyota,Sienna,Manual,Black,12001,Passenger,Janesville
Female,612000,Toyota,Celica,Auto,Pale White,25001,SUV,Scottsdale
Male,401000,Volkswagen,Jetta,Auto,Pale White,69001,Passenger,Austin
Male,635000,Toyota,Camry,Manual,Black,34001,Hatchback,Middletown
Female,380000,Mercedes-B,CL500,Manual,Pale White,29001,SUV,Janesville
Male,800000,Honda,Accord,Auto,Pale White,19001,Sedan,Scottsdale
Male,13500,Mercury,Grand Marquis,Manual,Pale White,71001,SUV,Austin
Male,960000,Buick,Park Avenue,Manual,Black,29001,Hatchback,Middletown
Female,636000,Mercury,Sable,Auto,Pale White,39001,Sedan,Aurora
Female,575000,Subaru,Outback,Auto,Pale White,19001,SUV,Greenville
Male,1240000,Chrysler,Sebring Coupe,Auto,Pale White,46000,Sedan,Middletown
Male,1020000,Toyota,Celica,Auto,Pale White,31000,SUV,Aurora
Male,915000,Dodge,Ram Pickup,Auto,Pale White,57000,Hardtop,Middletown
Male,13500,Dodge,Durango,Manual,Pale White,27000,SUV,Pasco
Male,13500,Honda,Odyssey,Manual,Pale White,27000,Passenger,Janesville
Male,1588000,Honda,CR-V,Auto,Pale White,22800,SUV,Scottsdale
Male,665000,Nissan,Frontier,Manual,Black,53000,Hatchback,Pasco
Male,650000,Nissan,Pathfinder,Auto,Pale White,21000,Hardtop,Aurora
Male,780000,Mercedes-B,M-Class,Manual,Pale White,25000,Hardtop,Greenville
Male,1551000,Jeep,Wrangler,Auto,Pale White,19100,Hatchback,Austin
Male,13500,Chrysler,Concorde,Auto,Pale White,42000,Hardtop,Pasco
Male,743000,Oldsmobile,Bravada,Manual,Black,36000,Hatchback,Scottsdale
Female,13500,Lexus,LS400,Auto,Pale White,46000,Sedan,Scottsdale
Male,912000,Toyota,Tacoma,Manual,Pale White,24000,Hardtop,Aurora
Female,550000,Toyota,Tacoma,Manual,Pale White,24000,Hardtop,Greenville
Male,365000,Honda,Passport,Manual,Pale White,27000,Hardtop,Greenville
Female,1470000,Oldsmobile,Bravada,Manual,Black,18000,Hatchback,Austin
Male,665000,Nissan,Quest,Manual,Black,38000,SUV,Middletown
Male,491000,Mercury,Cougar,Auto,Black,33001,Hatchback,Aurora
Female,650000,Volkswagen,Jetta,Manual,Pale White,45001,Passenger,Greenville
Male,420000,BMW,528i,Auto,Black,31001,SUV,Pasco
Male,900000,Audi,A4,Auto,Black,27000,Hardtop,Middletown
Male,780000,Chrysler,Town & Country,Manual,Pale White,17001,Sedan,Scottsdale
Female,570000,Chevrolet,Camaro,Auto,Pale White,17001,Sedan,Austin
Male,1640000,Mercury,Cougar,Auto,Black,33001,Hatchback,Pasco
Male,800000,Pontiac,Sunfire,Auto,Black,18001,Sedan,Janesville
Male,620000,Volkswagen,Jetta,Manual,Pale White,24001,Passenger,Scottsdale
Female,13500,Volvo,S40,Manual,Black,36001,Sedan,Austin
Male,720000,Chevrolet,Lumina,Manual,Black,10001,Passenger,Middletown
Male,13500,Mercedes-B,CL500,Manual,Pale White,29001,SUV,Aurora
Male,625000,Oldsmobile,Cutlass,Auto,Pale White,41001,Sedan,Greenville
Male,620500,Mitsubishi,Galant,Auto,Pale White,42501,Passenger,Pasco
Female,490000,Ford,Crown Victoria,Manual,Pale White,20001,Passenger,Janesville
Male,646000,Lincoln,Continental,Manual,Pale White,82001,Passenger,Scottsdale
Male,656000,Mitsubishi,Diamante,Auto,Black,17001,Hatchback,Austin
Male,470000,Plymouth,Neon,Auto,Pale White,27001,SUV,Middletown
Male,1507000,Oldsmobile,Silhouette,Manual,Pale White,34701,Sedan,Aurora
Male,1140000,Mitsubishi,Diamante,Auto,Black,17001,Hatchback,Greenville
Male,880000,Lincoln,Continental,Manual,Black,42001,Passenger,Pasco
Female,345000,Mercedes-B,SLK230,Manual,Pale White,14001,Hatchback,Janesville
Male,1000000,Chrysler,300M,Auto,Black,26000,SUV,Austin
Male,1901000,Dodge,Ram Wagon,Auto,Black,22100,Passenger,Middletown
Male,13500,Ford,Expedition,Manual,Black,10000,SUV,Aurora
Male,2600000,Volkswagen,Passat,Manual,Pale White,12000,Hatchback,Greenville
Male,905000,Buick,Regal,Auto,Pale White,46000,Passenger,Pasco
Male,650000,Plymouth,Voyager,Manual,Black,75000,Passenger,Janesville
Male,2550000,Hyundai,Elantra,Manual,Pale White,22000,Sedan,Scottsdale
Male,13500,Dodge,Ram Pickup,Auto,Pale White,45000,Hardtop,Aurora
Male,1750000,Saturn,LW,Auto,Pale White,18000,Hatchback,Middletown
Female,956000,Mercury,Villager,Manual,Pale White,14000,Passenger,Aurora
Male,13500,Chrysler,LHS,Auto,Pale White,20000,Hatchback,Greenville
Male,1290000,Mitsubishi,Montero Sport,Auto,Pale White,39001,Hardtop,Austin
Male,1077000,Pontiac,Grand Am,Auto,Pale White,19700,SUV,Janesville
Male,13500,Volkswagen,Cabrio,Auto,Pale White,17000,Sedan,Scottsdale
Male,13500,Mercedes-B,M-Class,Manual,Pale White,25001,Hardtop,Middletown
Male,700000,Plymouth,Voyager,Manual,Pale White,20000,Passenger,Janesville
Female,420000,Acura,RL,Manual,Pale White,17000,SUV,Austin
Male,13500,Plymouth,Voyager,Manual,Black,75000,Passenger,Middletown
Male,1535000,Audi,A6,Manual,Pale White,24500,SUV,Aurora
Male,612500,Toyota,Sienna,Manual,Black,27500,Passenger,Greenville
Male,2410000,Mercedes-B,S-Class,Manual,Pale White,21000,SUV,Pasco
Male,690000,Ford,Explorer,Auto,Pale White,18000,Hatchback,Janesville
Female,1410000,Saturn,LS,Auto,Pale White,45000,Sedan,Scottsdale
Male,695000,Dodge,Durango,Manual,Black,22000,SUV,Austin
Male,715000,Mitsubishi,Diamante,Auto,Black,18001,Hatchback,Middletown
Male,2375000,Dodge,Avenger,Auto,Pale White,22501,Passenger,Aurora
Male,530000,Cadillac,Escalade,Auto,Black,28001,Sedan,Greenville
Female,752000,Chrysler,Sebring Coupe,Manual,Pale White,26001,Sedan,Pasco
Male,1980000,Cadillac,Catera,Auto,Pale White,28001,Hatchback,Janesville
Male,1055000,BMW,323i,Auto,Black,9501,Hatchback,Scottsdale
Male,1976000,Volkswagen,Jetta,Auto,Pale White,19601,Passenger,Austin
Male,382000,Dodge,Avenger,Auto,Pale White,22000,Passenger,Middletown
Female,370000,Mercedes-B,CL500,Manual,Pale White,22000,SUV,Aurora
Female,390000,Mercedes-B,CL500,Manual,Pale White,22000,SUV,Greenville
Female,270000,Chevrolet,Cavalier,Manual,Pale White,20000,SUV,Pasco
Male,386000,Jaguar,S-Type,Auto,Black,27001,Passenger,Janesville
Male,659000,Ford,F-Series,Manual,Pale White,14001,Passenger,Scottsdale
Female,1050000,Nissan,Quest,Manual,Black,38001,SUV,Austin
Male,671000,Nissan,Maxima,Manual,Pale White,16001,Sedan,Middletown
Male,13500,Toyota,Celica,Auto,Pale White,31001,SUV,Aurora
Female,13500,Chevrolet,Cavalier,Manual,Pale White,14001,SUV,Greenville
Male,13500,Plymouth,Prowler,Manual,Pale White,71001,Hatchback,Pasco
Male,545000,Pontiac,Bonneville,Manual,Black,11001,Hatchback,Janesville
Male,717000,Mercedes-B,SL-Class,Manual,Black,38000,Hardtop,Greenville
Female,570000,Mercury,Grand Marquis,Manual,Pale White,71001,SUV,Austin
Male,432000,BMW,528i,Auto,Black,31000,SUV,Middletown
Female,585000,Toyota,Avalon,Auto,Pale White,18000,Sedan,Aurora
Male,817000,Audi,A4,Auto,Black,27000,Hardtop,Janesville
Male,520000,Chevrolet,Corvette,Auto,Pale White,25001,SUV,Middletown
Male,13500,Pontiac,Sunfire,Manual,Pale White,28001,Sedan,Aurora
Male,660000,Mercedes-B,S-Class,Auto,Pale White,10001,SUV,Greenville
Female,13500,Acura,RL,Manual,Pale White,17001,SUV,Greenville
Male,812000,Toyota,Sienna,Manual,Black,16001,Passenger,Pasco
Male,13500,Toyota,Corolla,Auto,Pale White,41001,Passenger,Janesville
Male,682000,Toyota,Camry,Auto,Pale White,31001,Hatchback,Scottsdale
Female,575000,Dodge,Viper,Auto,Pale White,25001,SUV,Austin
Female,720000,Mercedes-B,SLK230,Auto,Black,33001,Hatchback,Middletown
Male,380000,Jeep,Grand Cherokee,Auto,Pale White,36001,SUV,Aurora
Male,651000,Pontiac,Firebird,Manual,Black,43000,Hardtop,Austin
Male,750000,Hyundai,Elantra,Manual,Pale White,26001,Sedan,Pasco
Female,571000,Ford,Windstar,Auto,Pale White,31001,Sedan,Janesville
Female,885000,Chevrolet,Prizm,Auto,Black,16000,Hardtop,Aurora
Male,782000,Infiniti,I30,Manual,Pale White,22001,Hardtop,Middletown
Female,590000,Mercury,Mystique,Auto,Black,9001,Passenger,Middletown
Female,501500,Mercedes-B,S-Class,Manual,Pale White,21501,SUV,Scottsdale
Male,1750000,Oldsmobile,Intrigue,Auto,Black,18001,SUV,Austin
Male,1153000,Chevrolet,Lumina,Manual,Black,10301,Passenger,Middletown
Male,682500,Cadillac,Eldorado,Manual,Black,29500,Passenger,Scottsdale
Male,1160000,Mercedes-B,CL500,Manual,Pale White,29000,SUV,Austin
Male,1390000,Toyota,Celica,Auto,Pale White,45000,SUV,Middletown
Female,13500,Lexus,LS400,Auto,Black,39000,Sedan,Janesville
Male,1325000,Cadillac,Seville,Manual,Black,44500,Hardtop,Aurora
Male,13500,Dodge,Viper,Auto,Pale White,41000,SUV,Austin
Male,210000,Mercedes-B,SLK,Manual,Black,26000,Passenger,Pasco
Male,13500,Ford,Taurus,Manual,Pale White,22000,SUV,Janesville
Female,13500,Volkswagen,Passat,Manual,Pale White,12000,Hatchback,Scottsdale
Male,895500,Ford,Explorer,Auto,Pale White,41501,Hatchback,Aurora
Male,13500,Saturn,SC,Manual,Pale White,61001,Hardtop,Greenville
Male,1900000,Dodge,Caravan,Auto,Black,23000,Hardtop,Austin
Male,1665000,Volvo,S70,Auto,Pale White,32500,Hardtop,Pasco
Male,703000,Chrysler,Cirrus,Auto,Pale White,12001,Passenger,Greenville
Male,1900000,Mercury,Sable,Auto,Pale White,39001,Sedan,Pasco
Female,910000,Honda,CR-V,Auto,Pale White,22001,SUV,Janesville
Male,480000,Mitsubishi,Montero Sport,Auto,Pale White,39000,Hardtop,Greenville
Male,451000,Toyota,Tacoma,Auto,Pale White,53000,Hardtop,Aurora
Male,1300000,Ford,Focus,Manual,Pale White,24000,Hardtop,Austin
Male,745000,Mercedes-B,C-Class,Manual,Pale White,17001,Hatchback,Aurora
Female,710000,Lexus,ES300,Manual,Black,34001,Hardtop,Austin
Male,13500,Mitsubishi,3000GT,Manual,Pale White,24000,Sedan,Aurora
Male,2450000,Plymouth,Voyager,Auto,Pale White,22000,Passenger,Greenville
Male,1259000,Pontiac,Grand Prix,Auto,Pale White,19900,Passenger,Pasco
Male,13500,Honda,Accord,Manual,Black,43000,Sedan,Janesville
Male,13500,Chevrolet,Metro,Auto,Pale White,12000,Passenger,Scottsdale
Male,710000,Volkswagen,Cabrio,Manual,Pale White,25000,Sedan,Austin
Male,681000,Mercury,Sable,Auto,Pale White,26000,Sedan,Middletown
Male,955000,Jaguar,S-Type,Manual,Pale White,21000,Passenger,Aurora
Male,13500,Nissan,Pathfinder,Auto,Pale White,46000,Hardtop,Aurora
Male,794000,Volkswagen,Jetta,Auto,Black,22000,Passenger,Middletown
Male,1360000,Volkswagen,Jetta,Auto,Pale White,38000,Passenger,Aurora
Male,1207000,Hyundai,Sonata,Manual,Black,20700,SUV,Greenville
Female,13500,Dodge,Durango,Auto,Black,19000,SUV,Pasco
Female,1320000,Dodge,Durango,Manual,Pale White,27000,SUV,Janesville
Male,1591000,Subaru,Outback,Manual,Pale White,49100,SUV,Scottsdale
Male,13500,Acura,Integra,Auto,Black,45000,Passenger,Austin
Male,580000,Jaguar,S-Type,Manual,Pale White,20000,Passenger,Janesville
Male,605000,Honda,Accord,Auto,Pale White,19000,Sedan,Scottsdale
Female,545000,Ford,Windstar,Auto,Pale White,19000,Sedan,Austin
Female,500000,Cadillac,Eldorado,Manual,Black,85001,Passenger,Middletown
Male,750000,Volvo,S40,Auto,Black,26001,Sedan,Aurora
Male,375000,Oldsmobile,Intrigue,Manual,Pale White,37001,SUV,Greenville
Female,600000,Chrysler,300M,Auto,Pale White,22001,SUV,Pasco
Female,13500,Mercedes-B,SLK230,Manual,Pale White,71001,Hatchback,Janesville
Female,13500,Lexus,LS400,Auto,Pale White,27001,Sedan,Scottsdale
Female,435000,Ford,Explorer,Auto,Pale White,18001,Hatchback,Austin
Female,363500,Plymouth,Voyager,Auto,Pale White,22501,Passenger,Middletown
Female,860000,Lexus,LS400,Manual,Black,69001,Sedan,Janesville
Female,495000,Volvo,C70,Manual,Pale White,82001,Hatchback,Scottsdale
Male,755000,Saturn,LW,Manual,Pale White,49001,Hatchback,Austin
Male,800000,Mitsubishi,Montero Sport,Manual,Pale White,29000,Hardtop,Greenville
Male,350000,Cadillac,Catera,Auto,Pale White,75001,Hatchback,Scottsdale
Female,1200500,Mercedes-B,SL-Class,Manual,Pale White,26051,Hardtop,Janesville
Male,1260000,Chrysler,Sebring Coupe,Auto,Pale White,46000,Sedan,Middletown
Male,1310000,Subaru,Forester,Auto,Pale White,23000,Hardtop,Janesville
Male,1236000,Dodge,Stratus,Manual,Pale White,25600,Hatchback,Greenville
Male,895000,Dodge,Dakota,Auto,Pale White,21001,Sedan,Pasco
Male,883300,Volkswagen,Passat,Manual,Pale White,20300,Hatchback,Pasco
Male,13500,Volvo,S40,Manual,Black,36000,Sedan,Austin
Female,750000,Dodge,Viper,Auto,Pale White,31000,SUV,Aurora
Male,540000,Nissan,Quest,Manual,Black,12000,SUV,Pasco
Male,960000,Mercedes-B,SLK230,Manual,Pale White,14001,Hatchback,Janesville
Female,530000,Mitsubishi,3000GT,Auto,Pale White,19001,Sedan,Scottsdale
Male,670000,Dodge,Ram Pickup,Manual,Pale White,16000,Hardtop,Austin
Male,790000,Acura,TL,Auto,Black,28000,Hatchback,Janesville
Male,753000,Mercury,Cougar,Manual,Pale White,28000,Hatchback,Scottsdale
Female,615000,BMW,323i,Auto,Pale White,19000,Hatchback,Austin
Male,518000,Chevrolet,Malibu,Manual,Pale White,57000,Hardtop,Greenville
Male,2368000,Ford,Focus,Manual,Black,49800,Hardtop,Pasco
Male,13500,Toyota,Sienna,Manual,Black,27000,Passenger,Greenville
Female,13500,Acura,Integra,Auto,Black,45000,Passenger,Greenville
Male,2250000,Pontiac,Firebird,Manual,Black,43000,Hardtop,Janesville
Female,505000,Mitsubishi,Galant,Auto,Pale White,42000,Passenger,Janesville
Male,1068000,Nissan,Pathfinder,Manual,Pale White,16801,Hardtop,Austin
Male,582000,Cadillac,Catera,Auto,Pale White,75000,Hatchback,Scottsdale
Male,500000,Oldsmobile,Silhouette,Auto,Black,60000,Sedan,Austin
Male,1575000,Saab,3-Sep,Auto,Pale White,69501,Sedan,Janesville
Male,1560000,Chrysler,LHS,Auto,Pale White,21001,Hatchback,Scottsdale
Male,2200000,Oldsmobile,Silhouette,Manual,Pale White,14001,Sedan,Austin
Female,13500,Volkswagen,Jetta,Auto,Pale White,38001,Passenger,Middletown
Female,840000,Porsche,Carrera Cabrio,Auto,Pale White,32001,Passenger,Aurora
Male,2070000,Mercedes-B,CL500,Manual,Black,22001,SUV,Greenville
Female,660000,Ford,Contour,Auto,Pale White,19001,Sedan,Pasco
Male,3935000,Acura,RL,Manual,Pale White,31501,SUV,Janesville
Female,1890000,Pontiac,Grand Prix,Auto,Pale White,69000,Passenger,Middletown
Male,1170000,Toyota,Tacoma,Manual,Black,36001,Hardtop,Greenville
Male,370000,Infiniti,I30,Manual,Pale White,16001,Hardtop,Pasco
Male,1310000,Mercury,Cougar,Auto,Black,26000,Hatchback,Pasco
Male,3900000,Cadillac,Escalade,Manual,Black,34000,Sedan,Janesville
Male,880000,Oldsmobile,Intrigue,Auto,Pale White,39000,SUV,Scottsdale
Female,630000,Pontiac,Sunfire,Auto,Black,18000,Sedan,Austin
Male,1535000,Volvo,S70,Auto,Pale White,20501,Hardtop,Austin
Male,800000,Subaru,Forester,Manual,Pale White,26001,Hardtop,Middletown
Male,710000,Chevrolet,Prizm,Manual,Black,16000,Hardtop,Aurora
Male,1815000,Ford,Escort,Auto,Pale White,15500,Passenger,Scottsdale
Male,1590000,Mercedes-B,SLK230,Manual,Pale White,71000,Hatchback,Austin
Male,813000,Volkswagen,Cabrio,Auto,Pale White,17000,Sedan,Middletown
Male,1320000,Chrysler,Concorde,Auto,Pale White,42000,Hardtop,Greenville
Male,955000,Chrysler,Concorde,Manual,Pale White,28000,Hardtop,Pasco
Male,822000,Chevrolet,Prizm,Manual,Pale White,22000,Hardtop,Janesville
Male,13500,Chevrolet,Prizm,Manual,Pale White,24000,Hardtop,Greenville
Male,680000,Pontiac,Sunfire,Manual,Pale White,43000,Sedan,Austin
Female,13500,Dodge,Durango,Manual,Pale White,31000,SUV,Janesville
Female,796000,Chevrolet,Cavalier,Manual,Pale White,20000,SUV,Scottsdale
Male,1430000,Plymouth,Breeze,Auto,Pale White,39001,Hardtop,Austin
Male,13500,Hyundai,Sonata,Manual,Black,15000,SUV,Middletown
Female,950000,Volvo,S70,Manual,Black,22001,Hardtop,Janesville
Male,650000,Chrysler,Cirrus,Auto,Pale White,12000,Passenger,Greenville
Male,1600000,Volkswagen,Jetta,Auto,Pale White,38000,Passenger,Middletown
Male,2180000,Oldsmobile,Bravada,Manual,Black,17000,Hatchback,Aurora
Female,1410000,Toyota,Tacoma,Manual,Black,36000,Hardtop,Janesville
Male,13500,Lincoln,Town car,Auto,Black,26000,Hatchback,Pasco
Male,13500,Ford,Crown Victoria,Manual,Pale White,20000,Passenger,Janesville
Female,1025000,Nissan,Xterra,Auto,Black,9500,Passenger,Scottsdale
Male,1360000,Chrysler,Concorde,Auto,Pale White,42000,Hardtop,Austin
Male,13500,Plymouth,Breeze,Auto,Pale White,22000,Hardtop,Austin
Female,770000,Chevrolet,Monte Carlo,Auto,Pale White,21001,Hatchback,Scottsdale
Male,1550000,Chevrolet,Prizm,Manual,Pale White,21000,Hardtop,Aurora
Male,480000,Mitsubishi,Montero Sport,Auto,Pale White,39000,Hardtop,Scottsdale
Male,1260000,Porsche,Boxter,Auto,Black,26001,SUV,Aurora
Male,1500000,Porsche,Boxter,Manual,Pale White,24000,SUV,Aurora
Male,850000,Mercedes-B,SL-Class,Manual,Pale White,17001,Hardtop,Pasco
Male,1010000,Honda,CR-V,Auto,Black,31000,SUV,Pasco
Male,864000,Audi,A6,Manual,Pale White,13000,SUV,Janesville
Male,570000,Ford,Focus,Manual,Pale White,24000,Hardtop,Pasco
Male,13500,Chevrolet,Metro,Manual,Pale White,13000,Passenger,Scottsdale
Male,13500,Volkswagen,Cabrio,Auto,Black,16000,Sedan,Austin
Female,13500,Volkswagen,Jetta,Manual,Pale White,24000,Passenger,Middletown
Male,1200000,Chevrolet,Malibu,Manual,Pale White,14001,Hardtop,Greenville
Female,13500,BMW,328i,Manual,Pale White,21000,Sedan,Janesville
Female,1400000,Buick,Park Avenue,Auto,Pale White,12000,Hatchback,Scottsdale
Male,610000,Lincoln,Continental,Manual,Black,49000,Passenger,Austin
Male,13500,Volkswagen,Jetta,Manual,Pale White,45000,Passenger,Aurora
Female,2250000,Oldsmobile,Bravada,Auto,Pale White,19000,Hatchback,Greenville
Male,935000,Chrysler,LHS,Auto,Pale White,20000,Hatchback,Pasco
Female,3210000,Ford,Focus,Manual,Pale White,17001,Hardtop,Aurora
Male,1350000,Dodge,Ram Pickup,Manual,Black,19001,Hardtop,Scottsdale
Male,13500,Ford,Ranger,Manual,Black,18001,Hardtop,Pasco
Male,900000,Dodge,Caravan,Auto,Pale White,19001,Hardtop,Janesville
Male,860000,Pontiac,Grand Prix,Auto,Pale White,42001,Passenger,Scottsdale
Female,550000,Chrysler,LHS,Auto,Black,17000,Hatchback,Scottsdale
Male,640000,Oldsmobile,Cutlass,Auto,Pale White,15000,Sedan,Austin
Male,477000,Chevrolet,Metro,Auto,Black,31000,Passenger,Middletown
Male,582500,Acura,RL,Manual,Pale White,34500,SUV,Aurora
Male,13500,BMW,323i,Auto,Pale White,22000,Hatchback,Aurora
Male,1601000,Chevrolet,Cavalier,Manual,Pale White,20100,SUV,Greenville
Male,13500,Pontiac,Sunfire,Auto,Black,18000,Sedan,Pasco
Male,1225000,Audi,A6,Manual,Black,15500,SUV,Janesville
Male,700000,Mitsubishi,Diamante,Manual,Black,22001,Hatchback,Middletown
Male,13500,Acura,TL,Auto,Pale White,24001,Hatchback,Aurora
Male,520000,Lexus,LS400,Auto,Pale White,27001,Sedan,Greenville
Female,692000,Oldsmobile,Silhouette,Manual,Pale White,25000,Sedan,Pasco
Male,1102000,BMW,323i,Auto,Pale White,22200,Hatchback,Scottsdale
Male,13500,Chevrolet,Prizm,Manual,Black,16001,Hardtop,Pasco
Male,13500,Saab,3-Sep,Auto,Pale White,69000,Sedan,Middletown
Male,437500,Lincoln,Continental,Manual,Pale White,27500,Passenger,Aurora
Female,13500,Plymouth,Neon,Manual,Black,29001,SUV,Austin
Male,13500,Acura,RL,Manual,Pale White,34001,SUV,Middletown
Male,910000,Dodge,Avenger,Auto,Pale White,22001,Passenger,Aurora
Male,1290000,Toyota,Camry,Auto,Pale White,31001,Hatchback,Greenville
Female,815000,Mercedes-B,S-Class,Auto,Pale White,10001,SUV,Pasco
Female,465000,Acura,RL,Manual,Pale White,17001,SUV,Janesville
Male,13500,Chevrolet,Metro,Auto,Black,31001,Passenger,Scottsdale
Male,935000,Ford,Focus,Manual,Pale White,17001,Hardtop,Scottsdale
Male,13500,Volvo,C70,Manual,Black,17000,Hatchback,Pasco
Male,358000,Lincoln,Town car,Auto,Pale White,18000,Hatchback,Janesville
Male,523000,Mitsubishi,Galant,Auto,Pale White,36000,Passenger,Scottsdale
Male,485000,Mitsubishi,Montero,Manual,Black,16000,SUV,Austin
Male,800000,Volkswagen,GTI,Auto,Pale White,25000,SUV,Janesville
Male,632000,Pontiac,Grand Prix,Auto,Pale White,69000,Passenger,Scottsdale
Male,13500,Chrysler,Sebring Coupe,Manual,Black,12000,Sedan,Scottsdale
Female,3600000,Cadillac,Escalade,Auto,Black,28000,Sedan,Austin
Male,1930000,Jeep,Wrangler,Manual,Pale White,13000,Hatchback,Middletown
Male,2570000,Acura,TL,Auto,Pale White,16000,Hatchback,Aurora
Female,13500,Chrysler,300M,Auto,Pale White,22000,SUV,Greenville
Male,2216000,Jeep,Grand Cherokee,Manual,Black,19600,SUV,Pasco
Male,2110000,Toyota,Camry,Manual,Black,29000,Hatchback,Janesville
Male,655000,Dodge,Ram Pickup,Manual,Pale White,25001,Hardtop,Scottsdale
Female,670000,Saturn,LW,Auto,Pale White,18000,Hatchback,Scottsdale
Male,440000,Volkswagen,Jetta,Auto,Pale White,22000,Passenger,Austin
Female,450000,Chrysler,Concorde,Auto,Pale White,46000,Hardtop,Scottsdale
Female,595000,Volvo,C70,Auto,Black,18000,Hatchback,Aurora
Female,620000,BMW,323i,Auto,Pale White,19000,Hatchback,Greenville
Male,733000,Mercedes-B,S-Class,Auto,Pale White,14000,SUV,Pasco
Male,421000,Oldsmobile,Aurora,Auto,Pale White,24000,Passenger,Greenville
Male,307000,Audi,A4,Manual,Pale White,12001,Hardtop,Austin
Male,3200000,Toyota,Land Cruiser,Auto,Pale White,12000,SUV,Janesville
Male,2200000,Chrysler,Concorde,Auto,Pale White,46001,Hardtop,Middletown
Male,13500,Lincoln,Navigator,Manual,Pale White,33000,Sedan,Austin
Male,1042500,Dodge,Ram Van,Auto,Pale White,12250,Hatchback,Middletown
Male,655000,Volvo,V40,Auto,Pale White,18000,SUV,Aurora
Female,455000,Dodge,Ram Pickup,Manual,Black,19001,Hardtop,Pasco
Male,600000,Chevrolet,Corvette,Manual,Black,26001,SUV,Middletown
Male,665000,Jeep,Cherokee,Auto,Pale White,36001,Sedan,Aurora
Male,412500,Volkswagen,Beetle,Auto,Pale White,45500,Hardtop,Aurora
Female,13500,Mitsubishi,3000GT,Manual,Pale White,21001,Sedan,Pasco
Male,452000,Chevrolet,Malibu,Manual,Pale White,14000,Hardtop,Greenville
Male,670000,Lexus,GS300,Manual,Pale White,17001,Passenger,Scottsdale
Male,600000,Chrysler,LHS,Auto,Pale White,21001,Hatchback,Austin
Male,13500,Subaru,Forester,Manual,Pale White,26000,Hardtop,Pasco
Male,930000,Pontiac,Sunfire,Manual,Pale White,28001,Sedan,Aurora
Male,760000,Chrysler,LHS,Manual,Black,51001,Hatchback,Greenville
Male,680000,Saab,3-Sep,Auto,Black,18001,Sedan,Pasco
Male,665000,Dodge,Ram Van,Auto,Pale White,31001,Hatchback,Janesville
Female,525000,Chevrolet,Impala,Manual,Pale White,14001,Hatchback,Scottsdale
Male,510000,Mitsubishi,Montero Sport,Manual,Pale White,29000,Hardtop,Austin
Male,545000,Nissan,Frontier,Manual,Black,53000,Hatchback,Austin
Female,13500,Chevrolet,Impala,Manual,Pale White,22000,Hatchback,Middletown
Male,1152000,Saturn,LW,Auto,Pale White,18200,Hatchback,Aurora
Male,475000,Oldsmobile,Silhouette,Manual,Pale White,14000,Sedan,Greenville
Male,558000,Saab,3-Sep,Auto,Pale White,69000,Sedan,Pasco
Male,13500,Volvo,S40,Auto,Black,17000,Sedan,Janesville
Male,789000,Volkswagen,Passat,Auto,Pale White,13000,Hatchback,Scottsdale
Male,13500,Dodge,Viper,Auto,Pale White,23000,SUV,Austin
Male,13500,Jeep,Wrangler,Auto,Pale White,13000,Hatchback,Middletown
Male,1145000,Honda,Passport,Manual,Pale White,27500,Hardtop,Pasco
Male,13500,Oldsmobile,Silhouette,Auto,Black,60000,Sedan,Greenville
Male,13500,Saturn,SL,Auto,Black,11000,SUV,Pasco
Male,740000,Pontiac,Grand Am,Auto,Pale White,31000,SUV,Janesville
Male,871000,Mercedes-B,S-Class,Manual,Black,18000,SUV,Scottsdale
Male,1581000,Mitsubishi,Montero Sport,Auto,Pale White,53100,Hardtop,Austin
Male,855000,Volvo,S80,Manual,Pale White,25000,Sedan,Scottsdale
Male,771000,Lexus,LS400,Manual,Pale White,54000,Sedan,Austin
Female,905000,Chevrolet,Camaro,Auto,Pale White,24000,Sedan,Middletown
Male,2513000,Lexus,LS400,Auto,Black,22300,Sedan,Aurora
Male,1900000,Dodge,Ram Wagon,Auto,Black,22000,Passenger,Greenville
Female,1700000,Mercedes-B,SLK230,Auto,Black,33000,Hatchback,Pasco
Male,1620000,Dodge,Viper,Manual,Black,26000,SUV,Janesville
Male,3550000,Buick,Regal,Auto,Pale White,38000,Passenger,Scottsdale
Male,1980000,Mitsubishi,Montero,Manual,Black,16000,SUV,Austin
Male,13500,Nissan,Pathfinder,Auto,Pale White,46000,Hardtop,Janesville
Male,1861000,Nissan,Quest,Manual,Black,38100,SUV,Scottsdale
